PARENTS	HPO_ID	ET	JT	DEF	FLAG
	HP:0012562	Premature epimetaphyseal fusion in hand	早発性骨端骨幹端癒合(手)	Stop of growth at the epiphyseal plate the hyaline cartilage plate in the metaphysis at one or more long bones in the hand, at an earlier than normal age, resulting in growth arrest and shortening of the involved bone.	1
	HP:0012563	Premature epimetaphyseal fusion in foot	早発性骨端骨幹端癒合(足)	Stop of growth at the epiphyseal plate the hyaline cartilage plate in the metaphysis at one or more long bones in the foot, at an earlier than normal age, resulting in growth arrest and shortening of the involved bone.	1
	HP:0012603	Abnormal urine sodium concentration	尿中ナトリウム濃度異常	An abnormal concentration of sodium in the urine.	0
	HP:0012689	Abnormal pineal melatonin secretion	異常な松果体メラトニン分泌	An anomaly in the amount or timing of melatonin secretion by the pineal gland. Note that melatonin is also synthesized by multiple tissues outside of the pineal gland.	0
	HP:0012700	Abnormal large intestine physiology	異常な大腸生理	A functional anomaly of the large intestine.	0
	HP:0012706	Elevated brain choline level by MRS	MRSによる脳コリン値上昇	An increase in the level of choline-containing compounds in the brain identified by magnetic resonance spectroscopy (MRS).	0
	HP:0012707	Elevated brain lactate level by MRS	MRSによる脳尿酸値上昇	An increase in the level of lactate in the brain identified by magnetic resonance spectroscopy (MRS).	0
	HP:0012736	Profound global developmental delay	最重度の全般性発達遅滞	A profound delay in the achievement of motor or mental milestones in the domains of development of a child.	0
	HP:0012766	Widened cerebral subarachnoid space	幅広い大脳クモ膜下腔	An increase in size of the anatomic space between the arachnoid membrane and pia mater in the region surrounding the cerebrum.	0
	HP:0030754	obsolete Thin fingernail (obsolete)	廃止薄手の爪（廃止）	A swelling formed at the base of umbilicus associated with a patent urachus which results from an allantoic remnant. The urachus is a fibrous remnant of the allantois which communicates from the apex of the urinary bladder to the umbilicus. Failed obliteration of the urachus can lead to various abnormalities: urachal cyst, urachal diverticulum, sinus or patent urachus - the most common type. Allantoic cysts in infants with patent urachus can be formed due to the drainage of urine into the umbilical cord, or in uncommon situations, after leakage of hypo-osmotic urine into the Wharton's jelly.	0
	HP:0100016	Abnormality of mesentery morphology	腸間膜の異常	Folds of membranous tissue (peritoneum, mesothelium) attached to the wall of the abdomen and enclosing viscera. Examples include the mesentery for the small intestine; the transverse mesocolon, which attaches the transverse portion of the colon to the back wall of the abdomen; and the mesosigmoid, which enfolds the sigmoid portion of the colon. Cells of the same embryologic origin also surround the other organs of the body such as the lungs (pleura) or the heart (pericardium).	0
	HP:0100054	Triangular epiphyses of the 2nd toe	第2趾の三角形骨端		0
	HP:0100065	Triangular epiphyses of the 3rd toe	第3趾の三角形骨端		0
	HP:0100076	Triangular epiphyses of the 4th toe	第4趾の三角形骨端		0
	HP:0100087	Triangular epiphyses of the 5th toe	第5趾の三角形骨端		0
	HP:0100296	Perifascicular muscle fiber atrophy	傍筋膜筋線維萎縮		0
	HP:0100369	Aplasia/Hypoplasia of the distal phalanx of the 3rd toe	第3趾末節骨無形成/低形成		1
	HP:0100370	Aplasia/Hypoplasia of the distal phalanx of the 4th toe	第4趾末節骨無形成/低形成		1
	HP:0100371	Aplasia/Hypoplasia of the distal phalanx of the 5th toe	第5趾末節骨無形成/低形成		1
	HP:0100375	Aplasia/hypoplasia of the proximal phalanx of the 3rd toe	第3趾基節骨無形成/低形成	Absence (agenesis) or underdevelopment of one or more of the proximal phalanges of the 3rd toe.	1
	HP:0100376	Aplasia/hypoplasia of the proximal phalanx of the 4th toe	第4趾基節骨無形成/低形成	Absence (agenesis) or underdevelopment of one or more of the proximal phalanges of the 4th toe.	1
	HP:0100377	Aplasia/hypoplasia of the proximal phalanx of the 5th toe	第5趾基節骨無形成/低形成	Absence (agenesis) or underdevelopment of one or more of the proximal phalanges of the 5th toe.	1
	HP:0100389	Short distal phalanx of the 3rd toe	短い第3趾末節骨	Developmental hypoplasia of the distal phalanx of third toe.	0
	HP:0100390	Short distal phalanx of the 4th toe	短い第4趾末節骨	Developmental hypoplasia of the distal phalanx of fourth toe.	0
	HP:0100391	Short distal phalanx of the 5th toe	短い第5趾末節骨	Developmental hypoplasia of the distal phalanx of little toe.	0
	HP:0100392	Short middle phalanx of the 3rd toe	短い第3趾中節骨	Developmental hypoplasia of the middle phalanx of third toe.	0
	HP:0100393	Short middle phalanx of the 4th toe	短い第4趾中節骨	Developmental hypoplasia of the middle phalanx of fourth toe.	0
	HP:0100394	Short middle phalanx of the 5th toe	短い第5趾中節骨	Developmental hypoplasia of the middle phalanx of the 5th toe.	0
	HP:0100425	Broad middle phalanx of the 3rd toe	幅広い第3趾中節骨		0
	HP:0100426	Broad middle phalanx of the 4th toe	幅広い第4趾中節骨		0
	HP:0100427	Broad middle phalanx of the 5th toe	幅広い第5趾中節骨		0
	HP:0100431	Broad distal phalanx of the 3rd toe	幅広い第3趾末節骨		0
	HP:0100432	Broad distal phalanx of the 4th toe	幅広い第4趾末節骨		0
	HP:0100433	Broad distal phalanx of the 5th toe	幅広い第5趾末節骨		0
	HP:0100480	Proximal/middle symphalangism of 3rd toe	第3趾基節骨/中節骨癒合症	Bony fusion of the middle and proximal phalanges of the 3rd toe.	1
	HP:0100481	Proximal/middle symphalangism of 4th toe	第4趾基節骨/中節骨癒合症	Bony fusion of the middle and proximal phalanges of the 4th toe.	1
	HP:0100482	Proximal/middle symphalangism of 5th toe	第5趾基節骨/中節骨癒合症	Bony fusion of the middle and proximal phalanges of the 5th toe.	1
	HP:0100489	Proximal/middle symphalangism of 2nd toe	第2趾基節骨/中節骨癒合症	Bony fusion of the middle and proximal phalanges of the 2nd toe.	1
	HP:0100509	Abnormality of vitamin C metabolism	ビタミンC代謝の異常		0
	HP:0100511	Abnormality of vitamin D metabolism	ビタミンD代謝の異常		0
	HP:0100514	Abnormality of vitamin E metabolism	ビタミンE代謝の異常		0
	HP:0100533	Inflammatory abnormality of the eye	眼の炎症性異常	Inflammation of the eye, parts of the eye or the periorbital region.	0
	HP:0100547	Abnormality of forebrain morphology	前脳形態の異常	An abnormality of the forebrain, which has as its parts the telencephalon, diencephalon, lateral ventricles and third ventricle.	0
	HP:0100671	Abnormal trabecular bone morphology	海綿骨形態異常	Abnormal structure or form of trabecular bone.	0
	HP:0100763	Abnormality of the lymphatic system	リンパ系の異常	An anomaly of the lymphatic system, a network of lymphatic vessels that carry a clear fluid called lymph unidirectionally towards either the right lymphatic duct or the thoracic duct, which in turn drain into the right and left subclavian veins respectively.	0
	HP:0100781	Abnormality of the sacroiliac joint	仙腸関節の異常	An anomaly of the sacroiliac joint, which connects the base of the spine (sacrum) to the ilium (a hip bone).	0
	HP:0100831	Abnormality of vitamin K metabolism	ビタミンK代謝の異常	Vitamin K is a fat-soluble vitamin with a role in promoting the coagulation cascade.	0
	HP:0100859	Superior mesenteric artery aneurysm	上腸間膜動脈瘤	Abnormal outpouching or sac-like dilatation in the wall of the superior mesenteric artery .	0
	HP:0100860	Inferior mesenteric artery aneurysm	下腸間膜動脈瘤	Abnormal outpouching or sac-like dilatation in the wall of the inferior mesenteric artery .	0
	HP:0200143	Megaloblastic erythroid hyperplasia	巨赤芽球性赤芽球系過形成		0
	HP:0200146	Cystic medial necrosis of the aorta	大動脈の嚢胞性中膜壊死	An increase of medial mucoid extracellular matrix creating translamellar and/or intralamellar expansions including extracellular pools as noted on an H&E stain and/or a stain to highlight extracellular matrix material (Movat's pentachrome, Alcian blue, etc.).	0
	HP:3000011	Abnormality of palatoglossus muscle	口蓋筋肉の異常	An abnormality of a palatoglossus muscle.	0
	HP:3000079	Abnormality of mandibular symphysis	下顎骨接合の異常	A structural abnormality of a mandibular symphysis.	0
	HP:0000010	Recurrent urinary tract infections	反復性尿路感染症	Repeated infections of the urinary tract.	0
	HP:0000074	Ureteropelvic junction obstruction	尿管腎盂接合部閉塞	Blockage of urine flow from the renal pelvis to the proximal ureter.	0
	HP:0000097	Focal segmental glomerulosclerosis	巣状分節性糸球体硬化症	Segmental accumulation of scar tissue in individual (but not all) glomeruli.	0
	HP:0000140	Abnormality of the menstrual cycle	月経周期異常	An abnormality of the ovulation cycle.	0
	HP:0000182	Movement abnormality of the tongue	舌運動異常		0
	HP:0000503	Tortuosity of conjunctival vessels	結膜血管蛇行	The presence of an increased number of twists and turns of the conjunctival blood vessels.	0
	HP:0000924	Abnormality of the skeletal system	骨格の異常	An abnormality of the skeletal system.	0
	HP:0000927	Abnormality of skeletal maturation	骨成熟の異常	The bones of the skeleton undergo a series of characteristic changes in size, shape, and calcification from fetal life until puberty. An abnormality of this process can include delayed or accelerated skeletal maturation, or deviation of some, but not all bones from the expected patterns of maturation.	0
	HP:0001151	Impaired horizontal smooth pursuit	水平性の滑らかな追視の障害	An abnormality of ocular smooth pursuit characterized by an impairment of the ability to track horizontally moving objects.	0
	HP:0001227	Abnormality of the thenar eminence	母指球の異常	An abnormality of the thenar eminence, i.e., of the muscle on the palm of the human hand just beneath the thumb.	0
	HP:0001273	Abnormality of the corpus callosum	脳梁の異常	Abnormality of the corpus callosum.	0
	HP:0001641	Abnormality of the pulmonary valve	肺動脈弁の異常	Any structural abnormality of the pulmonary valve.	0
	HP:0001702	Abnormality of the tricuspid valve	三尖弁の異常	Any structural anomaly of the tricuspid valve.	0
	HP:0001707	Abnormality of the right ventricle	右室の異常	An abnormality of the right ventricle of the heart.	0
	HP:0002159	Heparan sulfate excretion in urine	尿中硫酸ヘパラン排泄	An increased concentration of heparan sulfates in the urine.	0
	HP:0002244	Abnormality of the small intestine	小腸の異常	An abnormality of the small intestine.	0
	HP:0002250	Abnormality of the large intestine	大腸の異常	Any abnormality of the large intestine.	0
	HP:0002339	Abnormality of the caudate nucleus	尾状核の異常	Any structural abnormality of the caudate nucleus.	0
